filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20200125_173846_04.jpg,556,535,bottle,0,33,468,534
IMG_20200125_173846_05.jpg,661,447,bottle,0,0,525,441
IMG_20200125_173846_06.jpg,547,401,bottle,0,22,384,400
IMG_20200125_173846_07.jpg,719,463,bottle,87,7,712,462
IMG_20200125_173846_08.jpg,614,524,bottle,20,40,613,523
IMG_20200125_173846_09.jpg,562,486,bottle,41,65,561,485
IMG_20200125_173846_10.jpg,517,465,bottle,0,49,516,464
IMG_20200125_173846_11.jpg,629,410,bottle,0,21,619,409
IMG_20200125_173942.jpg,800,600,bottle,218,186,693,572
IMG_20200125_173942_01.jpg,800,600,bottle,107,186,582,572
IMG_20200125_173942_02.jpg,706,489,bottle,162,123,637,488
IMG_20200125_173942_03.jpg,655,390,bottle,153,168,628,389
IMG_20200125_173942_04.jpg,665,462,bottle,129,117,604,461
IMG_20200125_173942_05.jpg,626,482,bottle,182,148,625,481
IMG_20200125_173942_06.jpg,566,490,bottle,112,120,565,489
IMG_20200125_173942_07.jpg,646,488,bottle,77,100,552,486
IMG_20200125_173942_08.jpg,690,447,bottle,76,66,551,446
IMG_20200125_173942_09.jpg,717,491,bottle,25,128,500,490
IMG_20200125_173942_10.jpg,642,398,bottle,0,186,453,397
IMG_20200125_173942_11.jpg,542,490,bottle,0,79,361,465
IMG_20200125_173957.jpg,800,600,bottle,189,169,679,419
IMG_20200125_173957_01.jpg,800,600,bottle,121,169,611,419
IMG_20200125_173957_02.jpg,604,363,bottle,55,0,545,220
IMG_20200125_173957_03.jpg,491,420,bottle,149,75,490,325
IMG_20200125_173957_04.jpg,710,500,bottle,108,119,598,369
IMG_20200125_173957_05.jpg,596,388,bottle,32,0,522,244
IMG_20200125_173957_06.jpg,562,415,bottle,0,67,475,317
IMG_20200125_173957_07.jpg,570,511,bottle,0,119,397,369
IMG_20200125_173957_08.jpg,516,390,bottle,89,110,515,360
IMG_20200125_173957_09.jpg,618,506,bottle,0,166,459,416
IMG_20200125_173957_10.jpg,489,417,bottle,65,61,488,311
IMG_20200125_173957_11.jpg,564,369,bottle,0,146,460,368
IMG_20200125_174005.jpg,800,600,bottle,273,133,649,281
IMG_20200125_174005_01.jpg,800,600,bottle,151,133,527,281
IMG_20200125_174005_02.jpg,644,528,bottle,247,96,623,244
IMG_20200125_174005_03.jpg,655,426,bottle,227,63,603,211
IMG_20200125_174005_04.jpg,670,481,bottle,208,128,584,276
IMG_20200125_174005_05.jpg,544,523,bottle,72,85,448,233
IMG_20200125_174005_06.jpg,692,525,bottle,204,129,580,277
IMG_20200125_174005_07.jpg,686,495,bottle,110,28,486,176
IMG_20200125_174005_08.jpg,650,473,bottle,73,94,449,242
IMG_20200125_174005_09.jpg,553,413,bottle,84,57,460,205
IMG_20200125_174005_10.jpg,549,375,bottle,0,57,277,205
IMG_20200125_174005_11.jpg,583,501,bottle,0,94,329,242
IMG_20200125_174008.jpg,800,600,bottle,386,61,562,468
IMG_20200125_174008_01.jpg,800,600,bottle,238,61,414,468
IMG_20200125_174008_02.jpg,526,449,bottle,217,0,393,371
IMG_20200125_174008_03.jpg,643,388,bottle,275,0,451,277
IMG_20200125_174008_04.jpg,688,385,bottle,349,0,525,269
IMG_20200125_174008_05.jpg,481,516,bottle,368,16,480,423
IMG_20200125_174008_06.jpg,711,421,bottle,360,28,536,420
IMG_20200125_174008_07.jpg,700,532,bottle,167,44,343,451
IMG_20200125_174008_08.jpg,713,509,bottle,161,4,337,411
IMG_20200125_174008_09.jpg,698,466,bottle,193,0,369,365
IMG_20200125_174008_10.jpg,649,439,bottle,109,0,285,339
IMG_20200125_174008_11.jpg,664,419,bottle,162,0,338,337
IMG_20200125_174012.jpg,800,600,bottle,173,77,629,333
IMG_20200125_174012_01.jpg,800,600,bottle,171,77,627,333
IMG_20200125_174012_02.jpg,634,497,bottle,83,2,539,258
IMG_20200125_174012_03.jpg,496,431,bottle,101,0,495,165
IMG_20200125_174012_04.jpg,697,407,bottle,137,0,593,225
IMG_20200125_174012_05.jpg,704,365,bottle,84,51,540,307
IMG_20200125_174012_06.jpg,537,395,bottle,47,0,503,214
IMG_20200125_174012_07.jpg,533,385,bottle,156,69,532,325
IMG_20200125_174012_08.jpg,506,520,bottle,98,74,505,330
IMG_20200125_174012_09.jpg,591,458,bottle,171,38,590,294
IMG_20200125_174012_10.jpg,674,410,bottle,136,0,592,226
IMG_20200125_174012_11.jpg,496,534,bottle,98,48,495,304
IMG_20200125_174014.jpg,800,600,bottle,113,222,597,473
IMG_20200125_174014_01.jpg,800,600,bottle,203,222,687,473
IMG_20200125_174014_02.jpg,486,429,bottle,51,85,485,336
IMG_20200125_174014_03.jpg,575,362,bottle,0,79,393,330
IMG_20200125_174014_04.jpg,622,395,bottle,110,83,594,334
IMG_20200125_174014_05.jpg,593,527,bottle,0,160,438,411
IMG_20200125_174014_06.jpg,487,444,bottle,89,192,486,443
IMG_20200125_174014_07.jpg,501,392,bottle,13,137,497,388
IMG_20200125_174014_08.jpg,581,495,bottle,172,143,580,394
IMG_20200125_174014_09.jpg,681,430,bottle,108,62,592,313
IMG_20200125_174014_10.jpg,498,460,bottle,60,84,497,335
IMG_20200125_174014_11.jpg,494,425,bottle,8,199,492,424
IMG_20200125_174022.jpg,800,600,bottle,272,233,422,378
IMG_20200125_174022_01.jpg,800,600,bottle,378,233,528,378
IMG_20200125_174022_02.jpg,669,403,bottle,195,209,345,354
IMG_20200125_174022_03.jpg,572,493,bottle,196,192,346,337
IMG_20200125_174022_04.jpg,523,366,bottle,191,141,341,286
IMG_20200125_174022_05.jpg,506,406,bottle,19,67,169,212
IMG_20200125_174022_06.jpg,512,365,bottle,78,119,228,264
IMG_20200125_174022_07.jpg,504,463,bottle,289,175,439,320
IMG_20200125_174022_08.jpg,622,528,bottle,349,164,499,309
IMG_20200125_174022_09.jpg,665,518,bottle,352,190,502,335
IMG_20200125_174022_10.jpg,702,534,bottle,298,221,448,366
IMG_20200125_174022_11.jpg,525,377,bottle,366,93,516,238
IMG_20200125_174115.jpg,800,600,bottle,272,57,494,515
IMG_20200125_174115_01.jpg,800,600,bottle,306,57,528,515
IMG_20200125_174115_02.jpg,581,415,bottle,78,15,300,414
IMG_20200125_174115_03.jpg,512,538,bottle,182,47,404,505
IMG_20200125_174115_04.jpg,532,365,bottle,224,0,446,298
IMG_20200125_174115_05.jpg,502,539,bottle,98,36,320,494
IMG_20200125_174115_06.jpg,588,482,bottle,234,23,456,481
IMG_20200125_174115_07.jpg,641,361,bottle,264,11,486,360
IMG_20200125_174115_08.jpg,534,467,bottle,301,0,523,432
IMG_20200125_174115_09.jpg,570,392,bottle,93,0,315,391
IMG_20200125_174115_10.jpg,502,364,bottle,288,54,501,363
IMG_20200125_174115_11.jpg,508,431,bottle,67,0,289,365
IMG_20200125_174117.jpg,800,600,bottle,293,170,529,359
IMG_20200125_174117_01.jpg,800,600,bottle,271,170,507,359
IMG_20200125_174117_02.jpg,653,429,bottle,259,125,495,314
IMG_20200125_174117_03.jpg,602,418,bottle,275,131,511,320
IMG_20200125_174117_04.jpg,489,396,bottle,30,122,266,311
IMG_20200125_174117_05.jpg,664,445,bottle,159,47,395,236
IMG_20200125_174117_06.jpg,712,413,bottle,288,89,524,278
IMG_20200125_174117_07.jpg,560,454,bottle,215,34,451,223
IMG_20200125_174117_08.jpg,651,436,bottle,258,36,494,225
IMG_20200125_174117_09.jpg,545,533,bottle,36,141,272,330
IMG_20200125_174117_10.jpg,650,489,bottle,213,153,449,342
IMG_20200125_174117_11.jpg,574,389,bottle,69,128,305,317
IMG_20200125_174120.jpg,800,600,bottle,303,167,518,407
IMG_20200125_174120_01.jpg,800,600,bottle,282,167,497,407
IMG_20200125_174120_02.jpg,516,391,bottle,35,28,250,268
IMG_20200125_174120_03.jpg,549,519,bottle,106,89,321,329
IMG_20200125_174120_04.jpg,657,489,bottle,188,106,403,346
IMG_20200125_174120_05.jpg,572,469,bottle,284,70,499,310
IMG_20200125_174120_06.jpg,557,394,bottle,159,91,374,331
IMG_20200125_174120_07.jpg,571,537,bottle,115,140,330,380
IMG_20200125_174120_08.jpg,489,383,bottle,64,65,279,305
IMG_20200125_174120_09.jpg,653,383,bottle,270,37,485,277
IMG_20200125_174120_10.jpg,710,525,bottle,260,95,475,335
IMG_20200125_174120_11.jpg,579,449,bottle,191,63,406,303
IMG_20200125_174123.jpg,800,600,bottle,281,129,501,393
IMG_20200125_174123_01.jpg,800,600,bottle,299,129,519,393
IMG_20200125_174123_02.jpg,548,451,bottle,213,121,433,385
IMG_20200125_174123_03.jpg,511,523,bottle,149,106,369,370
IMG_20200125_174123_04.jpg,531,504,bottle,136,48,356,312
IMG_20200125_174123_05.jpg,550,391,bottle,171,0,391,184
IMG_20200125_174123_06.jpg,560,364,bottle,250,19,470,283
IMG_20200125_174123_07.jpg,538,509,bottle,111,92,331,356
IMG_20200125_174123_08.jpg,656,412,bottle,211,0,431,254
IMG_20200125_174123_09.jpg,644,375,bottle,232,60,452,324
IMG_20200125_174123_10.jpg,482,501,bottle,111,51,331,315
IMG_20200125_174123_11.jpg,585,509,bottle,102,71,322,335
IMG_20200125_174141.jpg,800,600,bottle,272,124,470,513
IMG_20200125_174141_01.jpg,800,600,bottle,330,124,528,513
IMG_20200125_174141_02.jpg,517,427,bottle,65,94,263,426
IMG_20200125_174141_03.jpg,482,485,bottle,15,9,213,398
IMG_20200125_174141_04.jpg,523,391,bottle,176,0,374,374
IMG_20200125_174141_05.jpg,544,406,bottle,107,16,305,405
IMG_20200125_174141_06.jpg,718,497,bottle,197,110,395,496
IMG_20200125_174141_07.jpg,484,531,bottle,305,103,483,492
IMG_20200125_174141_08.jpg,644,434,bottle,243,18,441,407
IMG_20200125_174141_09.jpg,509,471,bottle,322,58,508,447
IMG_20200125_174141_10.jpg,522,538,bottle,84,70,282,459
IMG_20200125_174141_11.jpg,683,427,bottle,258,101,456,426
IMG_20200125_174144.jpg,800,600,bottle,275,35,487,467
IMG_20200125_174144_01.jpg,800,600,bottle,313,35,525,467
IMG_20200125_174144_02.jpg,663,414,bottle,223,0,435,311
IMG_20200125_174144_03.jpg,589,412,bottle,207,0,419,410
IMG_20200125_174144_04.jpg,605,362,bottle,126,0,338,361
IMG_20200125_174144_05.jpg,481,455,bottle,160,0,372,367
IMG_20200125_174144_06.jpg,493,524,bottle,85,0,297,392
IMG_20200125_174144_07.jpg,687,516,bottle,209,21,421,453
IMG_20200125_174144_08.jpg,685,360,bottle,221,0,433,359
IMG_20200125_174144_09.jpg,586,499,bottle,253,0,465,422
IMG_20200125_174144_10.jpg,701,415,bottle,236,25,448,414
IMG_20200125_174144_11.jpg,626,441,bottle,169,0,381,320
IMG_20200125_174146.jpg,800,600,bottle,300,270,516,599
IMG_20200125_174146_01.jpg,800,600,bottle,284,270,500,599
IMG_20200125_174146_02.jpg,491,450,bottle,188,205,404,449
IMG_20200125_174146_03.jpg,544,508,bottle,231,245,447,507
IMG_20200125_174146_04.jpg,510,392,bottle,98,233,314,391
IMG_20200125_174146_05.jpg,508,391,bottle,202,244,418,390
IMG_20200125_174146_06.jpg,565,378,bottle,238,120,454,377
IMG_20200125_174146_07.jpg,670,396,bottle,170,198,386,395
IMG_20200125_174146_08.jpg,679,508,bottle,274,215,490,507
IMG_20200125_174146_09.jpg,509,430,bottle,169,270,385,429
IMG_20200125_174146_10.jpg,709,536,bottle,195,225,411,535
IMG_20200125_174146_11.jpg,698,486,bottle,188,231,404,485
IMG_20200125_174148.jpg,800,600,bottle,203,1,475,333
IMG_20200125_174148_01.jpg,800,600,bottle,325,1,597,333
IMG_20200125_174148_02.jpg,549,520,bottle,40,0,312,324
IMG_20200125_174148_03.jpg,536,368,bottle,51,0,323,186
IMG_20200125_174148_04.jpg,570,503,bottle,190,0,462,244
IMG_20200125_174148_05.jpg,559,535,bottle,0,0,262,294
IMG_20200125_174148_06.jpg,696,422,bottle,174,0,446,155
IMG_20200125_174148_07.jpg,502,485,bottle,142,0,414,311
IMG_20200125_174148_08.jpg,692,385,bottle,292,0,564,252
IMG_20200125_174148_09.jpg,619,399,bottle,162,0,434,211
IMG_20200125_174148_10.jpg,651,523,bottle,318,0,590,297
IMG_20200125_174148_11.jpg,692,397,bottle,223,0,495,166
IMG_20200125_174204.jpg,800,600,bottle,223,196,604,451
IMG_20200125_174204_01.jpg,800,600,bottle,196,196,577,451
IMG_20200125_174204_02.jpg,701,378,bottle,137,28,518,283
IMG_20200125_174204_03.jpg,658,504,bottle,136,195,517,450
IMG_20200125_174204_04.jpg,533,362,bottle,112,40,493,295
IMG_20200125_174204_05.jpg,633,462,bottle,209,106,590,361
IMG_20200125_174204_06.jpg,711,506,bottle,178,168,559,423
IMG_20200125_174204_07.jpg,528,397,bottle,31,196,412,396
IMG_20200125_174204_08.jpg,714,503,bottle,129,164,510,419
IMG_20200125_174204_09.jpg,660,477,bottle,57,192,438,447
IMG_20200125_174204_10.jpg,612,375,bottle,169,0,550,244
IMG_20200125_174204_11.jpg,676,504,bottle,107,102,488,357
IMG_20200125_174209.jpg,800,600,bottle,199,127,719,578
IMG_20200125_174209_01.jpg,800,600,bottle,81,127,601,578
IMG_20200125_174209_02.jpg,534,361,bottle,107,0,533,352
IMG_20200125_174209_03.jpg,485,458,bottle,0,64,467,457
IMG_20200125_174209_04.jpg,697,478,bottle,152,34,672,477
IMG_20200125_174209_05.jpg,715,383,bottle,125,0,645,374
IMG_20200125_174209_06.jpg,643,523,bottle,101,99,621,522
IMG_20200125_174209_07.jpg,709,364,bottle,40,0,560,363
IMG_20200125_174209_08.jpg,578,531,bottle,53,108,573,530
IMG_20200125_174209_09.jpg,533,530,bottle,13,73,532,524
IMG_20200125_174209_10.jpg,632,460,bottle,35,127,555,459
IMG_20200125_174209_11.jpg,714,478,bottle,27,98,547,477
IMG_20200125_174219.jpg,800,600,bottle,82,175,327,290
IMG_20200125_174219_01.jpg,800,600,bottle,473,175,718,290
IMG_20200125_174219_02.jpg,531,434,bottle,81,140,326,255
IMG_20200125_174219_03.jpg,628,498,bottle,15,98,260,213
IMG_20200125_174219_04.jpg,512,454,bottle,0,99,61,214
IMG_20200125_174219_05.jpg,657,483,bottle,13,137,258,252
IMG_20200125_174219_06.jpg,616,491,bottle,64,104,309,219
IMG_20200125_174219_07.jpg,714,385,bottle,406,91,651,206
IMG_20200125_174219_08.jpg,693,380,bottle,455,66,692,181
IMG_20200125_174219_09.jpg,648,509,bottle,376,144,621,259
IMG_20200125_174219_10.jpg,613,364,bottle,466,0,612,93
IMG_20200125_174219_11.jpg,625,397,bottle,298,63,543,178
IMG_20200125_174240.jpg,800,600,bottle,295,346,532,468
IMG_20200125_174240_01.jpg,800,600,bottle,268,346,505,468
IMG_20200125_174240_02.jpg,596,426,bottle,252,216,489,338
IMG_20200125_174240_03.jpg,576,491,bottle,209,317,446,439
IMG_20200125_174240_04.jpg,624,380,bottle,201,139,438,261
IMG_20200125_174240_05.jpg,541,497,bottle,108,296,345,418
IMG_20200125_174240_06.jpg,568,363,bottle,233,140,470,262
IMG_20200125_174240_07.jpg,640,446,bottle,254,344,491,445
IMG_20200125_174240_08.jpg,617,407,bottle,135,237,372,359
IMG_20200125_174240_09.jpg,693,392,bottle,207,279,444,391
IMG_20200125_174240_10.jpg,701,488,bottle,249,338,486,460
IMG_20200125_174240_11.jpg,674,540,bottle,224,299,461,421
IMG_20200125_174242.jpg,800,600,bottle,338,92,580,341
IMG_20200125_174242_01.jpg,800,600,bottle,220,92,462,341
IMG_20200125_174242_02.jpg,716,365,bottle,292,0,534,202
IMG_20200125_174242_03.jpg,596,398,bottle,218,0,460,142
IMG_20200125_174242_04.jpg,588,435,bottle,224,0,466,189
IMG_20200125_174242_05.jpg,683,489,bottle,237,40,479,289
IMG_20200125_174242_06.jpg,513,390,bottle,299,33,512,282
IMG_20200125_174242_07.jpg,533,409,bottle,0,0,199,195
IMG_20200125_174242_08.jpg,557,522,bottle,62,67,304,316
IMG_20200125_174242_09.jpg,709,538,bottle,148,30,390,279
IMG_20200125_174242_10.jpg,616,445,bottle,125,0,367,205
IMG_20200125_174242_11.jpg,700,494,bottle,211,55,453,304
IMG_20200125_174257.jpg,800,600,bottle,122,102,549,280
IMG_20200125_174257_01.jpg,800,600,bottle,251,102,678,280
IMG_20200125_174257_02.jpg,711,431,bottle,109,101,536,279
IMG_20200125_174257_03.jpg,650,411,bottle,81,40,508,218
IMG_20200125_174257_04.jpg,514,419,bottle,0,58,294,236
IMG_20200125_174257_05.jpg,620,435,bottle,0,0,371,117
IMG_20200125_174257_06.jpg,483,368,bottle,0,0,295,122
IMG_20200125_174257_07.jpg,612,527,bottle,158,56,585,234
IMG_20200125_174257_08.jpg,698,467,bottle,203,0,630,153
IMG_20200125_174257_09.jpg,577,409,bottle,176,0,576,139
IMG_20200125_174257_10.jpg,698,386,bottle,160,14,587,192
IMG_20200125_174257_11.jpg,616,433,bottle,241,83,615,261
IMG_20200125_174300.jpg,800,600,bottle,258,251,570,541
IMG_20200125_174300_01.jpg,800,600,bottle,230,251,542,541
IMG_20200125_174300_02.jpg,507,507,bottle,189,224,501,506
IMG_20200125_174300_03.jpg,667,408,bottle,225,213,537,407
IMG_20200125_174300_04.jpg,718,368,bottle,242,163,554,367
IMG_20200125_174300_05.jpg,491,467,bottle,165,201,477,466
IMG_20200125_174300_06.jpg,619,532,bottle,245,201,557,491
IMG_20200125_174300_07.jpg,706,491,bottle,192,150,504,440
IMG_20200125_174300_08.jpg,634,497,bottle,126,182,438,472
IMG_20200125_174300_09.jpg,617,412,bottle,161,181,473,411
IMG_20200125_174300_10.jpg,651,507,bottle,172,229,484,506
IMG_20200125_174300_11.jpg,602,539,bottle,178,211,490,501
IMG_20200323_140355.jpg,800,600,bottle,136,175,621,352
IMG_20200323_140355_01.jpg,800,600,bottle,179,175,664,352
IMG_20200323_140355_02.jpg,576,428,bottle,0,97,419,274
IMG_20200323_140355_03.jpg,544,432,bottle,77,92,543,269
IMG_20200323_140355_04.jpg,626,441,bottle,54,61,539,238
IMG_20200323_140355_05.jpg,482,382,bottle,37,143,481,320
IMG_20200323_140355_06.jpg,484,447,bottle,0,123,435,300
IMG_20200323_140355_07.jpg,716,444,bottle,170,134,655,311
IMG_20200323_140355_08.jpg,554,449,bottle,76,65,553,242
IMG_20200323_140355_09.jpg,609,370,bottle,0,111,480,288
IMG_20200323_140355_10.jpg,522,483,bottle,0,82,435,259
IMG_20200323_140355_11.jpg,552,447,bottle,0,61,460,238
IMG_20200323_140357.jpg,800,600,bottle,110,226,550,382
IMG_20200323_140357_01.jpg,800,600,bottle,250,226,690,382
IMG_20200323_140357_02.jpg,644,361,bottle,3,122,443,278
IMG_20200323_140357_03.jpg,665,452,bottle,4,88,444,244
IMG_20200323_140357_04.jpg,714,435,bottle,47,115,487,271
IMG_20200323_140357_05.jpg,488,459,bottle,60,170,487,326
IMG_20200323_140357_06.jpg,703,496,bottle,17,167,457,323
IMG_20200323_140357_07.jpg,588,496,bottle,232,207,587,363
IMG_20200323_140357_08.jpg,616,467,bottle,154,134,594,290
IMG_20200323_140357_09.jpg,670,483,bottle,145,226,585,382
IMG_20200323_140357_10.jpg,632,461,bottle,217,196,631,352
IMG_20200323_140357_11.jpg,610,425,bottle,66,144,506,300
IMG_20200323_140359.jpg,800,600,bottle,284,67,473,530
IMG_20200323_140359_01.jpg,800,600,bottle,327,67,516,530
IMG_20200323_140359_02.jpg,685,481,bottle,278,0,467,417
IMG_20200323_140359_03.jpg,714,398,bottle,271,0,460,397
IMG_20200323_140359_04.jpg,702,362,bottle,256,0,445,316
IMG_20200323_140359_05.jpg,652,405,bottle,159,0,348,404
IMG_20200323_140359_06.jpg,513,486,bottle,183,0,372,441
IMG_20200323_140359_07.jpg,602,454,bottle,283,0,472,415
IMG_20200323_140359_08.jpg,589,476,bottle,248,0,437,438
IMG_20200323_140359_09.jpg,704,438,bottle,283,37,472,437
IMG_20200323_140359_10.jpg,702,452,bottle,310,14,499,451
IMG_20200323_140359_11.jpg,679,531,bottle,246,49,435,512
IMG_20200323_140402.jpg,800,600,bottle,191,239,541,408
IMG_20200323_140402_01.jpg,800,600,bottle,259,239,609,408
IMG_20200323_140402_02.jpg,536,408,bottle,149,233,499,402
IMG_20200323_140402_03.jpg,510,416,bottle,144,199,494,368
IMG_20200323_140402_04.jpg,512,447,bottle,126,184,476,353
IMG_20200323_140402_05.jpg,663,519,bottle,180,206,530,375
IMG_20200323_140402_06.jpg,631,441,bottle,49,84,399,253
IMG_20200323_140402_07.jpg,572,439,bottle,174,133,524,302
IMG_20200323_140402_08.jpg,576,464,bottle,150,107,500,276
IMG_20200323_140402_09.jpg,699,368,bottle,190,15,540,184
IMG_20200323_140402_10.jpg,666,413,bottle,191,153,541,322
IMG_20200323_140402_11.jpg,547,517,bottle,176,196,526,365
IMG_20200323_140407.jpg,800,600,bottle,268,34,560,300
IMG_20200323_140407_01.jpg,800,600,bottle,240,34,532,300
IMG_20200323_140407_02.jpg,519,521,bottle,41,32,333,298
IMG_20200323_140407_03.jpg,626,490,bottle,260,19,552,285
IMG_20200323_140407_04.jpg,603,468,bottle,258,3,550,269
IMG_20200323_140407_05.jpg,531,468,bottle,55,0,347,245
IMG_20200323_140407_06.jpg,521,509,bottle,135,23,427,289
IMG_20200323_140407_07.jpg,554,371,bottle,216,0,508,91
IMG_20200323_140407_08.jpg,708,380,bottle,155,0,447,88
IMG_20200323_140407_09.jpg,563,520,bottle,66,0,358,246
IMG_20200323_140407_10.jpg,707,440,bottle,197,0,489,158
IMG_20200323_140407_11.jpg,699,457,bottle,218,34,510,300
IMG_20200323_140412.jpg,800,600,bottle,107,201,494,370
IMG_20200323_140412_01.jpg,800,600,bottle,306,201,693,370
IMG_20200323_140412_02.jpg,633,531,bottle,28,140,415,309
IMG_20200323_140412_03.jpg,691,436,bottle,32,114,419,283
IMG_20200323_140412_04.jpg,673,458,bottle,41,134,428,303
IMG_20200323_140412_05.jpg,496,378,bottle,0,96,257,265
IMG_20200323_140412_06.jpg,712,506,bottle,50,199,437,368
IMG_20200323_140412_07.jpg,655,419,bottle,200,44,587,213
IMG_20200323_140412_08.jpg,714,500,bottle,265,141,652,310
IMG_20200323_140412_09.jpg,517,395,bottle,254,117,516,286
IMG_20200323_140412_10.jpg,595,374,bottle,199,35,586,204
IMG_20200323_140412_11.jpg,625,388,bottle,300,107,624,276
IMG_20200323_140419.jpg,800,600,bottle,272,199,365,464
IMG_20200323_140419_01.jpg,800,600,bottle,435,199,528,464
IMG_20200323_140419_02.jpg,625,454,bottle,231,75,324,340
IMG_20200323_140419_03.jpg,523,521,bottle,231,138,324,403
IMG_20200323_140419_04.jpg,614,531,bottle,149,161,242,426
IMG_20200323_140419_05.jpg,698,419,bottle,224,177,317,418
IMG_20200323_140419_06.jpg,635,449,bottle,203,119,296,384
IMG_20200323_140419_07.jpg,556,505,bottle,224,139,317,404
IMG_20200323_140419_08.jpg,701,466,bottle,345,107,438,372
IMG_20200323_140419_09.jpg,604,461,bottle,370,115,463,380
IMG_20200323_140419_10.jpg,623,534,bottle,331,166,424,431
IMG_20200323_140419_11.jpg,713,397,bottle,409,198,502,396
IMG_20200323_140426.jpg,800,600,bottle,164,181,509,315
IMG_20200323_140426_01.jpg,800,600,bottle,291,181,636,315
IMG_20200323_140426_02.jpg,714,508,bottle,130,165,475,299
IMG_20200323_140426_03.jpg,671,491,bottle,133,145,478,279
